waktu_setempat,id_jalan,id_titik_mulai,id_titik_akhir,count
2020-02-01,3688059,1569013633,2652085279,22
2020-02-01,3688059,2104867490,299320,17
2020-02-01,3688059,2104867490,25631786,23
2020-02-01,3688059,2652085279,1207440535,21
2020-02-01,3688059,2652085279,1569013633,15
2020-02-01,3688059,2951577723,299317,17
2020-02-01,3688059,2951577723,25631788,22
2020-02-01,3688059,3461330307,299324,23
2020-02-01,3688059,3461330307,6205314505,18
2020-02-01,3688059,6106607129,1569013567,21
2020-02-01,3688059,6106607129,1569013582,22
2020-02-01,3688059,6124197522,299315,18
2020-02-01,3688059,6124197522,299317,22
2020-02-01,3688059,6205314505,299322,17
2020-02-01,3688059,6205314505,3461330307,23
2020-02-01,3691841,301765,301766,22
2020-02-01,3691841,301766,301765,23
2020-02-01,3691841,301766,18292975,23
2020-02-01,3691841,301768,1254719345,23
2020-02-01,3691841,301768,1972890994,22
2020-02-01,3691841,301772,18292998,23
2020-02-01,3691841,301772,18293380,22
2020-02-01,3691841,301778,17899643,23
2020-02-01,3691841,301778,2766676657,22
2020-02-01,3691841,301780,18235087,22
2020-02-01,3691841,301780,2766676657,23
2020-02-01,3691841,17899276,18292996,23
2020-02-01,3691841,17899276,18292997,23
2020-02-01,3691841,17899642,18292996,23
2020-02-01,3691841,17899642,1972890994,23
2020-02-01,3691841,17899643,301778,22
2020-02-01,3691841,17899643,6285304942,23
2020-02-01,3691841,18235087,301780,23
2020-02-01,3691841,18235112,18293093,22
2020-02-01,3691841,18235112,1972890938,23
2020-02-01,3691841,18235127,1590448393,22
2020-02-01,3691841,18235127,1590448416,23
2020-02-01,3691841,18292975,301766,23
2020-02-01,3691841,18292975,1254719345,23
2020-02-01,3691841,18292996,17899276,23
2020-02-01,3691841,18292996,17899642,23
2020-02-01,3691841,18292997,17899276,23
2020-02-01,3691841,18292997,6396470241,23
2020-02-01,3691841,18292998,301772,23
2020-02-01,3691841,18292998,6396470241,23
2020-02-01,3691841,18293093,18235112,23
2020-02-01,3691841,18293093,1590448416,22
2020-02-01,3691841,18293380,301772,23
2020-02-01,3691841,18293380,1250564256,22
2020-02-01,3691841,1250564256,18293380,23
2020-02-01,3691841,1250564256,1972890938,22
2020-02-01,3691841,1254719345,301768,22
2020-02-01,3691841,1254719345,18292975,23
2020-02-01,3691841,1590448393,18235127,23
2020-02-01,3691841,1590448393,6285304942,22
2020-02-01,3691841,1590448416,18235127,22
2020-02-01,3691841,1590448416,18293093,23
2020-02-01,3691841,1972890938,18235112,22
2020-02-01,3691841,1972890938,1250564256,23
2020-02-01,3691841,1972890994,301768,23
2020-02-01,3691841,1972890994,17899642,22
2020-02-01,3691841,2766676657,301778,23
2020-02-01,3691841,2766676657,301780,22
2020-02-01,3691841,6285304942,17899643,22
2020-02-01,3691841,6285304942,1590448393,23
2020-02-01,3691841,6396470241,18292997,23
2020-02-01,3691841,6396470241,18292998,23
2020-02-01,4004732,301723,3736247465,23
2020-02-01,4004732,301740,32046554,23
2020-02-01,4004732,301740,3625100902,23
2020-02-01,4004732,30427336,32046554,23
2020-02-01,4004732,30427336,32046623,23
2020-02-01,4004732,30427351,3625100899,23
2020-02-01,4004732,30427351,3625100900,23
2020-02-01,4004732,30427371,32044928,23
2020-02-01,4004732,30427371,32045097,23
2020-02-01,4004732,30427377,32045397,23
2020-02-01,4004732,30427377,3625100900,23
2020-02-01,4004732,30427379,32044888,23
2020-02-01,4004732,30427379,32044928,22
2020-02-01,4004732,30427398,32044888,23
2020-02-01,4004732,30427398,3736247465,21
2020-02-01,4004732,32044888,30427379,22
2020-02-01,4004732,32044888,30427398,22
2020-02-01,4004732,32044928,30427371,23
2020-02-01,4004732,32044928,30427379,23
2020-02-01,4004732,32045097,30427371,23
2020-02-01,4004732,32045097,32045397,23
2020-02-01,4004732,32045397,30427377,23
2020-02-01,4004732,32045397,32045097,23
2020-02-01,4004732,32046542,32046623,23
2020-02-01,4004732,32046542,6454026544,23
2020-02-01,4004732,32046554,301740,23
2020-02-01,4004732,32046554,30427336,23
2020-02-01,4004732,32046623,30427336,23
2020-02-01,4004732,32046623,32046542,23
2020-02-01,4004732,32048018,2538572712,23
2020-02-01,4004732,32048018,6454026544,23
2020-02-01,4004732,2538572712,32048018,23
2020-02-01,4004732,3625100899,30427351,23
2020-02-01,4004732,3625100899,3625100901,23
2020-02-01,4004732,3625100900,30427351,23
2020-02-01,4004732,3625100900,30427377,23
2020-02-01,4004732,3625100901,3625100899,23
2020-02-01,4004732,3625100901,3625100902,23
2020-02-01,4004732,3625100902,301740,23
2020-02-01,4004732,3625100902,3625100901,23
2020-02-01,4004732,3736247465,301723,22
2020-02-01,4004732,3736247465,30427398,23
2020-02-01,4004732,6454026544,32046542,23
2020-02-01,4004732,6454026544,32048018,23
2020-02-01,4060819,227728,21539418,23
2020-02-01,4060819,227728,267341808,23
2020-02-01,4060819,227756,21539432,23
2020-02-01,4060819,227756,625802561,23
2020-02-01,4060819,227757,114276599,23
2020-02-01,4060819,227757,4723152996,23
2020-02-01,4060819,227758,26706587,23
2020-02-01,4060819,21539418,227728,23
2020-02-01,4060819,21539418,956533499,23
2020-02-01,4060819,21539432,227756,23
2020-02-01,4060819,21539432,110272447,23
2020-02-01,4060819,26706362,114276599,23
2020-02-01,4060819,26706362,625802561,23
2020-02-01,4060819,26706586,110270812,23
2020-02-01,4060819,26706586,2907092986,23
2020-02-01,4060819,26706587,227758,23
2020-02-01,4060819,26706587,4718334228,23
2020-02-01,4060819,110268008,4718334238,23
2020-02-01,4060819,110268008,4718334240,23
2020-02-01,4060819,110270812,26706586,23
2020-02-01,4060819,110270812,110271817,23
2020-02-01,4060819,110271817,110270812,23
2020-02-01,4060819,110271817,4723152996,23
2020-02-01,4060819,110272447,21539432,23
2020-02-01,4060819,110272447,1548805315,23
2020-02-01,4060819,114276599,227757,23
2020-02-01,4060819,114276599,26706362,23
2020-02-01,4060819,267341808,227728,23
2020-02-01,4060819,267341808,2152588350,23
2020-02-01,4060819,625802561,227756,23
2020-02-01,4060819,625802561,26706362,23
2020-02-01,4060819,956533499,21539418,23
2020-02-01,4060819,956533499,1548805315,23
2020-02-01,4060819,1548805315,110272447,23
2020-02-01,4060819,1548805315,956533499,23
2020-02-01,4060819,2152588350,267341808,23
2020-02-01,4060819,2907092986,26706586,23
2020-02-01,4060819,2907092986,4718334240,23
2020-02-01,4060819,4718334228,26706587,23
2020-02-01,4060819,4718334228,4718334238,23
2020-02-01,4060819,4718334238,110268008,23
2020-02-01,4060819,4718334238,4718334228,23
2020-02-01,4060819,4718334240,110268008,23
2020-02-01,4060819,4718334240,2907092986,23
2020-02-01,4060819,4723152996,227757,23
2020-02-01,4060819,4723152996,110271817,23
2020-02-01,4061596,227758,1237102032,23
2020-02-01,4061596,227787,6012810682,21
2020-02-01,4061596,227787,6012998332,20
2020-02-01,4061596,21504097,114256429,23
2020-02-01,4061596,21504097,5830610791,23
2020-02-01,4061596,21504099,114254937,23
2020-02-01,4061596,21504099,1237102032,23
2020-02-01,4061596,114254937,21504099,23
2020-02-01,4061596,114254937,275226581,23
2020-02-01,4061596,114256429,21504097,23
2020-02-01,4061596,114256429,6012812406,22
2020-02-01,4061596,114265003,6012810684,21
2020-02-01,4061596,114265003,6012812386,21
2020-02-01,4061596,114269783,299791600,21
2020-02-01,4061596,275226581,114254937,23
2020-02-01,4061596,275226581,2902800488,23
2020-02-01,4061596,275547984,6012996248,20
2020-02-01,4061596,275547984,6012998323,21
2020-02-01,4061596,299791600,114269783,19
2020-02-01,4061596,299791600,873733720,20
2020-02-01,4061596,873733720,299791600,19
2020-02-01,4061596,873733720,6012996248,20
2020-02-01,4061596,873733746,873733752,21
2020-02-01,4061596,873733746,873733777,21
2020-02-01,4061596,873733752,873733746,21
2020-02-01,4061596,873733752,873733780,21
2020-02-01,4061596,873733765,6012810680,21
2020-02-01,4061596,873733765,6012812395,22
2020-02-01,4061596,873733777,873733746,21
2020-02-01,4061596,873733777,873735102,21
2020-02-01,4061596,873733780,873733752,21
2020-02-01,4061596,873733780,6012810680,21
2020-02-01,4061596,873735102,873733777,21
2020-02-01,4061596,873735102,6012810684,21
2020-02-01,4061596,1237102032,227758,23
2020-02-01,4061596,1237102032,21504099,23
2020-02-01,4061596,2902800488,275226581,23
2020-02-01,4061596,2902800488,5830610791,23
2020-02-01,4061596,5830610791,21504097,23
2020-02-01,4061596,5830610791,2902800488,23
2020-02-01,4061596,6012810680,873733765,22
2020-02-01,4061596,6012810680,873733780,21
2020-02-01,4061596,6012810682,227787,21
2020-02-01,4061596,6012810682,6012812394,21
2020-02-01,4061596,6012810684,114265003,21
2020-02-01,4061596,6012810684,873735102,21
2020-02-01,4061596,6012812386,114265003,21
2020-02-01,4061596,6012812386,6012812394,21
2020-02-01,4061596,6012812394,6012810682,21
2020-02-01,4061596,6012812394,6012812386,21
2020-02-01,4061596,6012812395,873733765,22
2020-02-01,4061596,6012812395,6012812402,22
2020-02-01,4061596,6012812402,6012812395,22
2020-02-01,4061596,6012812402,6012812410,22
2020-02-01,4061596,6012812406,114256429,23
2020-02-01,4061596,6012812406,6012812410,22
2020-02-01,4061596,6012812410,6012812402,22
2020-02-01,4061596,6012812410,6012812406,23
2020-02-01,4061596,6012996248,275547984,21
2020-02-01,4061596,6012996248,873733720,20
2020-02-01,4061596,6012998323,275547984,20
2020-02-01,4061596,6012998323,6012998332,21
2020-02-01,4061596,6012998332,227787,21
2020-02-01,4061596,6012998332,6012998323,20
2020-02-01,4898588,227710,33776308,21
2020-02-01,4898588,227773,119606066,23
2020-02-01,4898588,227773,119613959,16
2020-02-01,4898588,227790,260381462,17
2020-02-01,4898588,33776298,119611482,20
2020-02-01,4898588,33776298,873734649,21
2020-02-01,4898588,33776308,227710,20
2020-02-01,4898588,33776308,267341420,21
2020-02-01,4898588,33776485,119610537,17
2020-02-01,4898588,33776485,119613959,23
2020-02-01,4898588,119606066,227773,17
2020-02-01,4898588,119606066,873734072,22
2020-02-01,4898588,119606068,260381462,22
2020-02-01,4898588,119606068,873734072,18
2020-02-01,4898588,119610537,33776485,23
2020-02-01,4898588,119610537,273461183,17
2020-02-01,4898588,119611482,33776298,21
2020-02-01,4898588,119611482,290025615,20
2020-02-01,4898588,119611725,873734630,21
2020-02-01,4898588,119611725,873734649,19
2020-02-01,4898588,119612535,873734625,22
2020-02-01,4898588,119612535,873734630,18
2020-02-01,4898588,119613042,2006920212,23
2020-02-01,4898588,119613042,2666985612,18
2020-02-01,4898588,119613959,227773,23
2020-02-01,4898588,119613959,33776485,16
2020-02-01,4898588,260381462,227790,22
2020-02-01,4898588,260381462,119606068,18
2020-02-01,4898588,267341420,33776308,20
2020-02-01,4898588,267341420,290025615,21
2020-02-01,4898588,273461183,119610537,23
2020-02-01,4898588,273461183,2006920212,17
2020-02-01,4898588,290025615,119611482,21
2020-02-01,4898588,290025615,267341420,20
2020-02-01,4898588,873734072,119606066,18
2020-02-01,4898588,873734072,119606068,22
2020-02-01,4898588,873734625,119612535,18
2020-02-01,4898588,873734625,2666985612,22
2020-02-01,4898588,873734630,119611725,18
2020-02-01,4898588,873734630,119612535,22
2020-02-01,4898588,873734649,33776298,18
2020-02-01,4898588,873734649,119611725,21
2020-02-01,4898588,2006920212,119613042,17
2020-02-01,4898588,2006920212,273461183,23
2020-02-01,4898588,2666985612,119613042,22
2020-02-01,4898588,2666985612,873734625,18
2020-02-01,8504977,2375143,1697599345,19
2020-02-01,8504977,2375143,1697599411,23
2020-02-01,8504977,2375153,1697599391,23
2020-02-01,8504977,2375200,26467191,20
2020-02-01,8504977,2375200,2138031422,22
2020-02-01,8504977,2375206,2378872,19
2020-02-01,8504977,2375206,5940503394,22
2020-02-01,8504977,2378872,2375206,22
2020-02-01,8504977,2378872,1623681994,19
2020-02-01,8504977,2378877,631433362,22
2020-02-01,8504977,2378877,1623681983,22
2020-02-01,8504977,2378878,4712485405,22
2020-02-01,8504977,26467191,2375200,22
2020-02-01,8504977,26467191,1623682036,21
2020-02-01,8504977,27275957,2138031422,20
2020-02-01,8504977,27275957,4731051219,22
2020-02-01,8504977,330081122,773538559,23
2020-02-01,8504977,330081122,1697599411,22
2020-02-01,8504977,631433362,2378877,22
2020-02-01,8504977,631433362,4712485405,22
2020-02-01,8504977,773538551,1623682036,22
2020-02-01,8504977,773538551,5940503398,20
2020-02-01,8504977,773538559,330081122,22
2020-02-01,8504977,773538559,1697599391,23
2020-02-01,8504977,1623681983,2378877,22
2020-02-01,8504977,1623681983,1623681994,22
2020-02-01,8504977,1623681994,2378872,22
2020-02-01,8504977,1623681994,1623681983,22
2020-02-01,8504977,1623682036,26467191,22
2020-02-01,8504977,1623682036,773538551,20
2020-02-01,8504977,1697599345,2375143,22
2020-02-01,8504977,1697599345,4731051219,20
2020-02-01,8504977,1697599391,2375153,23
2020-02-01,8504977,1697599391,773538559,23
2020-02-01,8504977,1697599411,2375143,16
2020-02-01,8504977,1697599411,330081122,23
2020-02-01,8504977,2138031422,2375200,20
2020-02-01,8504977,2138031422,27275957,22
2020-02-01,8504977,4712485405,2378878,22
2020-02-01,8504977,4712485405,631433362,22
2020-02-01,8504977,4731051219,27275957,20
2020-02-01,8504977,4731051219,1697599345,22
2020-02-01,8504977,5940503394,2375206,19
2020-02-01,8504977,5940503394,5940503398,22
2020-02-01,8504977,5940503398,773538551,22
2020-02-01,8504977,5940503398,5940503394,19
2020-02-01,22932408,11079513,11079515,19
2020-02-01,22932408,11079515,11079513,21
2020-02-01,22932408,11079515,26481032,19
2020-02-01,22932408,11079518,26480630,21
2020-02-01,22932408,11079518,3942057971,18
2020-02-01,22932408,26480596,1930267566,21
2020-02-01,22932408,26480628,26480629,19
2020-02-01,22932408,26480628,3942057971,21
2020-02-01,22932408,26480629,26480628,21
2020-02-01,22932408,26480629,26480654,19
2020-02-01,22932408,26480630,11079518,19
2020-02-01,22932408,26480630,26480631,21
2020-02-01,22932408,26480631,26480630,19
2020-02-01,22932408,26480631,873733545,21
2020-02-01,22932408,26480654,26480629,21
2020-02-01,22932408,26480654,1797050018,20
2020-02-01,22932408,26480955,873733547,19
2020-02-01,22932408,26480955,1482090321,21
2020-02-01,22932408,26480957,1482086781,21
2020-02-01,22932408,26480957,5879627225,20
2020-02-01,22932408,26481020,26481032,21
2020-02-01,22932408,26481020,1482086782,18
2020-02-01,22932408,26481032,11079515,21
2020-02-01,22932408,26481032,26481020,18
2020-02-01,22932408,26486694,1797050018,21
2020-02-01,22932408,26486694,1930267566,20
2020-02-01,22932408,873733545,26480631,19
2020-02-01,22932408,873733545,1692210206,21
2020-02-01,22932408,873733547,26480955,21
2020-02-01,22932408,873733547,1692210206,19
2020-02-01,22932408,1482086781,26480957,20
2020-02-01,22932408,1482086781,1482086782,21
2020-02-01,22932408,1482086782,26481020,21
2020-02-01,22932408,1482086782,1482086781,19
2020-02-01,22932408,1482090321,26480955,19
2020-02-01,22932408,1482090321,5879627225,21
2020-02-01,22932408,1692210206,873733545,19
2020-02-01,22932408,1692210206,873733547,21
2020-02-01,22932408,1797050018,26480654,21
2020-02-01,22932408,1797050018,26486694,20
2020-02-01,22932408,1930267566,26480596,20
2020-02-01,22932408,1930267566,26486694,21
2020-02-01,22932408,3942057971,11079518,21
2020-02-01,22932408,3942057971,26480628,18
2020-02-01,22932408,5879627225,26480957,21
2020-02-01,22932408,5879627225,1482090321,20
2020-02-01,24704286,32636782,130233645,22
2020-02-01,24704286,32636782,6273834063,21
2020-02-01,24704286,32636795,130234354,12
2020-02-01,24704286,116117394,5888872233,17
2020-02-01,24704286,130192792,130233337,20
2020-02-01,24704286,130192792,275069586,20
2020-02-01,24704286,130193170,130233645,20
2020-02-01,24704286,130193170,5827239128,20
2020-02-01,24704286,130193340,130233667,21
2020-02-01,24704286,130193340,5827426456,21
2020-02-01,24704286,130193642,130193782,15
2020-02-01,24704286,130193642,1578999260,20
2020-02-01,24704286,130193686,130193782,20
2020-02-01,24704286,130193686,775954031,18
2020-02-01,24704286,130193782,130193642,20
2020-02-01,24704286,130193782,130193686,19
2020-02-01,24704286,130193859,130233667,21
2020-02-01,24704286,130193859,268509421,20
2020-02-01,24704286,130233337,130192792,17
2020-02-01,24704286,130233337,1591428980,21
2020-02-01,24704286,130233645,32636782,20
2020-02-01,24704286,130233645,130193170,22
2020-02-01,24704286,130233667,130193340,21
2020-02-01,24704286,130233667,130193859,20
2020-02-01,24704286,130234354,32636795,21
2020-02-01,24704286,130234354,1578999260,12
2020-02-01,24704286,268509421,130193859,19
2020-02-01,24704286,268509421,775954031,20
2020-02-01,24704286,275069586,130192792,20
2020-02-01,24704286,275069586,5827239128,20
2020-02-01,24704286,775954031,130193686,20
2020-02-01,24704286,775954031,268509421,19
2020-02-01,24704286,1578999260,130193642,16
2020-02-01,24704286,1578999260,130234354,20
2020-02-01,24704286,1579000949,5827426458,21
2020-02-01,24704286,1579000949,5827426460,21
2020-02-01,24704286,1591428980,130233337,17
2020-02-01,24704286,1591428980,5888872233,21
2020-02-01,24704286,5827239128,130193170,20
2020-02-01,24704286,5827239128,275069586,20
2020-02-01,24704286,5827426456,130193340,21
2020-02-01,24704286,5827426456,5827426458,21
2020-02-01,24704286,5827426458,1579000949,21
2020-02-01,24704286,5827426458,5827426456,21
2020-02-01,24704286,5827426460,1579000949,21
2020-02-01,24704286,5827426460,6343348893,22
2020-02-01,24704286,5888872233,116117394,21
2020-02-01,24704286,5888872233,1591428980,17
2020-02-01,24704286,6273834063,32636782,22
2020-02-01,24704286,6343348893,5827426460,21
2020-02-01,26785612,101831,905115460,23
2020-02-01,26785612,106201,265111477,20
2020-02-01,26785612,106201,293813425,23
2020-02-01,26785612,106203,294160224,22
2020-02-01,26785612,106203,294161407,23
2020-02-01,26785612,265111477,106201,23
2020-02-01,26785612,265111477,294158420,20
2020-02-01,26785612,292940476,357270616,21
2020-02-01,26785612,292940476,905115457,23
2020-02-01,26785612,292940769,300501947,23
2020-02-01,26785612,292940769,905115457,21
2020-02-01,26785612,293802531,300501141,23
2020-02-01,26785612,293802531,948926110,20
2020-02-01,26785612,293812291,293813425,21
2020-02-01,26785612,293812291,294160224,23
2020-02-01,26785612,293813425,106201,21
2020-02-01,26785612,293813425,293812291,23
2020-02-01,26785612,294158420,265111477,23
2020-02-01,26785612,294158420,2216565671,20
2020-02-01,26785612,294160224,106203,23
2020-02-01,26785612,294160224,293812291,22
2020-02-01,26785612,294161407,106203,23
2020-02-01,26785612,300501141,293802531,20
2020-02-01,26785612,300501141,2216565671,23
2020-02-01,26785612,300501567,2146646433,23
2020-02-01,26785612,300501567,2177848411,20
2020-02-01,26785612,300501947,292940769,21
2020-02-01,26785612,300501947,2177848411,23
2020-02-01,26785612,357264401,948926110,23
2020-02-01,26785612,357264401,948926114,20
2020-02-01,26785612,357270616,292940476,23
2020-02-01,26785612,357270616,905115460,21
2020-02-01,26785612,905115457,292940476,21
2020-02-01,26785612,905115457,292940769,23
2020-02-01,26785612,905115460,101831,21
2020-02-01,26785612,905115460,357270616,23
2020-02-01,26785612,948926110,293802531,23
2020-02-01,26785612,948926110,357264401,20
2020-02-01,26785612,948926114,357264401,23
2020-02-01,26785612,948926114,1167800139,20
2020-02-01,26785612,1167800139,948926114,23
2020-02-01,26785612,1167800139,2177848413,20
2020-02-01,26785612,2146646433,300501567,20
2020-02-01,26785612,2146646433,2177848413,23
2020-02-01,26785612,2177848411,300501567,23
2020-02-01,26785612,2177848411,300501947,21
2020-02-01,26785612,2177848413,1167800139,23
2020-02-01,26785612,2177848413,2146646433,20
2020-02-01,26785612,2216565671,294158420,23
2020-02-01,26785612,2216565671,300501141,20
2020-02-01,40044423,10865104,57311992,23
2020-02-01,40044423,10865104,4222655651,23
2020-02-01,40044423,21511949,261698814,23
2020-02-01,40044423,21511949,2222003536,23
2020-02-01,40044423,33213210,110284582,23
2020-02-01,40044423,33213210,110287458,23
2020-02-01,40044423,33213216,33228800,23
2020-02-01,40044423,33213216,2221982845,23
2020-02-01,40044423,33213254,57311992,23
2020-02-01,40044423,33213254,3037670502,23
2020-02-01,40044423,33213272,33228960,23
2020-02-01,40044423,33228800,33213216,23
2020-02-01,40044423,33228800,57308381,23
2020-02-01,40044423,33228925,57308381,23
2020-02-01,40044423,33228925,3037670502,23
2020-02-01,40044423,33228960,33213272,23
2020-02-01,40044423,33228960,4222655651,23
2020-02-01,40044423,57308381,33228800,23
2020-02-01,40044423,57308381,33228925,23
2020-02-01,40044423,57311992,10865104,23
2020-02-01,40044423,57311992,33213254,23
2020-02-01,40044423,110284582,33213210,23
2020-02-01,40044423,110287458,33213210,23
2020-02-01,40044423,110287458,2222003536,23
2020-02-01,40044423,261698814,21511949,23
2020-02-01,40044423,261698814,2221982845,23
2020-02-01,40044423,2221982845,33213216,23
2020-02-01,40044423,2221982845,261698814,23
2020-02-01,40044423,2222003536,21511949,23
2020-02-01,40044423,2222003536,110287458,23
2020-02-01,40044423,3037670502,33213254,23
2020-02-01,40044423,3037670502,33228925,23
2020-02-01,40044423,4222655651,10865104,23
2020-02-01,40044423,4222655651,33228960,23
2020-02-01,47010584,196026,2643036,14
2020-02-01,47010584,196033,196034,14
2020-02-01,47010584,196033,2643036,20
2020-02-01,47010584,196034,196033,19
2020-02-01,47010584,196034,5125389336,13
2020-02-01,47010584,196035,5125389336,18
2020-02-01,47010584,196035,5125389343,13
2020-02-01,47010584,196038,1677107122,15
2020-02-01,47010584,196038,1677146686,18
2020-02-01,47010584,196039,587648043,14
2020-02-01,47010584,196039,1677107122,18
2020-02-01,47010584,196049,587648043,18
2020-02-01,47010584,196049,1030634577,14
2020-02-01,47010584,196050,902515655,14
2020-02-01,47010584,196050,1030634577,17
2020-02-01,47010584,196051,902515655,16
2020-02-01,47010584,196051,5425603383,14
2020-02-01,47010584,196052,60441682,13
2020-02-01,47010584,196052,1030634582,16
2020-02-01,47010584,196053,60441682,17
2020-02-01,47010584,196053,902515758,13
2020-02-01,47010584,196054,489665,14
2020-02-01,47010584,196054,902515758,15
2020-02-01,47010584,196055,489665,15
2020-02-01,47010584,489665,196054,16
2020-02-01,47010584,489665,196055,14
2020-02-01,47010584,2643036,196026,17
2020-02-01,47010584,2643036,196033,14
2020-02-01,47010584,60441682,196052,17
2020-02-01,47010584,60441682,196053,13
2020-02-01,47010584,579493410,902515739,15
2020-02-01,47010584,579493410,1677092762,17
2020-02-01,47010584,587648043,196039,18
2020-02-01,47010584,587648043,196049,14
2020-02-01,47010584,902515655,196050,16
2020-02-01,47010584,902515655,196051,14
2020-02-01,47010584,902515739,579493410,18
2020-02-01,47010584,902515739,1677146686,15
2020-02-01,47010584,902515750,1677085106,18
2020-02-01,47010584,902515750,1677092934,15
2020-02-01,47010584,902515758,196053,15
2020-02-01,47010584,902515758,196054,13
2020-02-01,47010584,1030634577,196049,17
2020-02-01,47010584,1030634577,196050,14
2020-02-01,47010584,1030634582,196052,13
2020-02-01,47010584,1030634582,5425603383,16
2020-02-01,47010584,1677085106,902515750,13
2020-02-01,47010584,1677092762,579493410,15
2020-02-01,47010584,1677092762,1677092934,18
2020-02-01,47010584,1677092934,902515750,18
2020-02-01,47010584,1677092934,1677092762,15
2020-02-01,47010584,1677107122,196038,18
2020-02-01,47010584,1677107122,196039,14
2020-02-01,47010584,1677146686,196038,15
2020-02-01,47010584,1677146686,902515739,18
2020-02-01,47010584,1986996234,5125389343,18
2020-02-01,47010584,5125389336,196034,18
2020-02-01,47010584,5125389336,196035,13
2020-02-01,47010584,5125389343,196035,18
2020-02-01,47010584,5125389343,1986996234,13
2020-02-01,47010584,5425603383,196051,17
2020-02-01,47010584,5425603383,1030634582,13
2020-02-01,50841260,196143,5669475346,20
2020-02-01,50841260,196693,620872406,20
2020-02-01,50841260,196693,5220874267,19
2020-02-01,50841260,196697,620872407,19
2020-02-01,50841260,196697,5220874274,19
2020-02-01,50841260,20992707,5220874283,20
2020-02-01,50841260,20992707,5220874284,21
2020-02-01,50841260,529451966,620872401,20
