id_titik_mulai;id_titik_akhir;start_latitude;start_longitude;end_latitude;end_longitude;distance_km;distance_meter;concat;distance_meter
5425603383;196051;51,6207892;-0,1766292;51,6209294;-0,1766224;0,015596595;15,59659542;5425603383196051;15,59659542
997589776;1314925464;51,4587353;-0,1420571;51,4589729;-0,141882;0,029072045;29,07204517;9975897761314925464;29,07204517
111951162;111950921;51,4691853;-0,1124745;51,4701077;-0,1125006;0,102582132;102,582132;111951162111950921;102,582132
21504099;114254937;51,458254;-0,1289285;51,4573513;-0,1289934;0,100476327;100,476327;21504099114254937;100,476327
26480628;3942057971;51,4516397;-0,1535973;51,4511245;-0,1543333;0,076700279;76,70027888;264806283942057971;76,70027888
17899643;301778;51,4628165;-0,2255593;51,4627839;-0,2250685;0,034193817;34,19381657;17899643301778;34,19381657
2378878;4712485405;51,5279046;-0,2159605;51,5281545;-0,2165801;0,051081852;51,08185192;23788784712485405;51,08185192
110268008;4718334240;51,4597575;-0,1274494;51,4597557;-0,1268199;0,043613211;43,61321062;1102680084718334240;43,61321062
43406731;21390004;51,4314181;-0,1645353;51,4309034;-0,1650388;0,067036354;67,03635447;4340673121390004;67,03635447
11079518;3942057971;51,4511099;-0,1543914;51,4511245;-0,1543333;0,004341017;4,341016582;110795183942057971;4,341016582
902515739;579493410;51,6237298;-0,1764281;51,623811;-0,1764239;0,009033682;9,033681983;902515739579493410;9,033681983
6012810682;6012812394;51,4520463;-0,1302951;51,4521092;-0,1302731;0,007158368;7,158368359;60128106826012812394;7,158368359
196038;1677107122;51,6235299;-0,1764571;51,6234943;-0,176463;0,003979437;3,97943736;1960381677107122;3,97943736
33776703;33776696;51,4537563;-0,1205204;51,4536152;-0,1203788;0,018504883;18,50488311;3377670333776696;18,50488311
110287458;33213210;51,4756289;-0,1190276;51,4746677;-0,1200131;0,126815056;126,8150562;11028745833213210;126,8150562
106201;293813425;51,5276777;-0,1443142;51,5268601;-0,1443013;0,090917352;90,9173519;106201293813425;90,9173519
43405338;27242603;51,4327053;-0,1637241;51,4325;-0,1638009;0,023440926;23,44092558;4340533827242603;23,44092558
620872375;620872402;51,5845102;-0,1998745;51,5842554;-0,1998695;0,028334573;28,33457335;620872375620872402;28,33457335
1167800139;948926114;51,5317599;-0,1453104;51,5315724;-0,1452309;0,021562098;21,56209791;1167800139948926114;21,56209791
33228925;3037670502;51,4787909;-0,1156586;51,4791524;-0,1152585;0,048821338;48,82133801;332289253037670502;48,82133801
275547984;6012998323;51,4511841;-0,1305958;51,4512796;-0,1305623;0,010869883;10,86988294;2755479846012998323;10,86988294
1663426986;1663475339;51,6372246;-0,1783163;51,6376675;-0,1787785;0,058675505;58,67550463;16634269861663475339;58,67550463
2222003536;21511949;51,4760447;-0,1185542;51,4764613;-0,1180757;0,056957045;56,95704465;222200353621511949;56,95704465
10865104;57311992;51,4797325;-0,1146467;51,4795997;-0,1147863;0,017649798;17,64979751;1086510457311992;17,64979751
2146646433;300501567;51,5324937;-0,1456359;51,5326905;-0,1457288;0,022807148;22,80714807;2146646433300501567;22,80714807
119606066;873734072;51,4474222;-0,1131006;51,4471019;-0,1130089;0,036178237;36,17823681;119606066873734072;36,17823681
30427336;32046554;51,465136;-0,2568066;51,4651237;-0,2576032;0,055200151;55,2001512;3042733632046554;55,2001512
299320;25631788;51,4607696;-0,2435771;51,4594005;-0,2431278;0,155386769;155,3867687;29932025631788;155,3867687
5220874283;620872460;51,5868314;-0,1998666;51,5863784;-0,1998792;0,050378823;50,37882339;5220874283620872460;50,37882339
620872407;5224440151;51,5802516;-0,1983848;51,5797012;-0,1981662;0,06303815;63,03815032;6208724075224440151;63,03815032
5669475346;196143;51,5885105;-0,1998135;51,5892032;-0,1998053;0,077026809;77,0268089;5669475346196143;77,0268089
3796962982;18126978;51,4888703;-0,205461;51,4892522;-0,2059079;0,052542515;52,54251511;379696298218126978;52,54251511
2375206;2378872;51,530152;-0,2254906;51,5298852;-0,2234465;0,144478985;144,4789851;23752062378872;144,4789851
620872402;620872375;51,5842554;-0,1998695;51,5845102;-0,1998745;0,028334573;28,33457335;620872402620872375;28,33457335
33213254;3037670502;51,4792563;-0,1151519;51,4791524;-0,1152585;0,013710333;13,71033295;332132543037670502;13,71033295
227773;119606066;51,4479266;-0,113136;51,4474222;-0,1131006;0,056140347;56,14034686;227773119606066;56,14034686
1797050018;26486694;51,4522057;-0,1530136;51,4525302;-0,1524368;0,053846194;53,84619425;179705001826486694;53,84619425
195855;579493389;51,633793;-0,1759105;51,6341131;-0,1759885;0,035998292;35,99829183;195855579493389;35,99829183
1590448393;6285304942;51,4629158;-0,226562;51,4628766;-0,2261658;0,027791423;27,79142309;15904483936285304942;27,79142309
5224440151;5224440152;51,5797012;-0,1981662;51,5796577;-0,1981508;0,00495265;4,952650056;52244401515224440152;4,952650056
5879627225;1482090321;51,4499421;-0,159115;51,4499827;-0,15887;0,017567603;17,56760348;58796272251482090321;17,56760348
3625100900;30427351;51,4651273;-0,2601218;51,465099;-0,2596202;0,03488976;34,8897596;362510090030427351;34,8897596
5830610791;2902800488;51,4559965;-0,1291791;51,4560228;-0,1291759;0,002932819;2,932819495;58306107912902800488;2,932819495
43405913;36712191;51,4322668;-0,1638849;51,4316997;-0,164256;0,068104488;68,10448813;4340591336712191;68,10448813
2375206;5940503394;51,530152;-0,2254906;51,5301973;-0,2279489;0,170126579;170,1265789;23752065940503394;170,1265789
5669475347;5669475346;51,5884378;-0,1998225;51,5885105;-0,1998135;0,008107748;8,107747903;56694753475669475346;8,107747903
101831;905115460;51,5356116;-0,1470438;51,5350795;-0,1467901;0,061714109;61,71410915;101831905115460;61,71410915
114265003;6012812386;51,4524027;-0,1301679;51,45238;-0,1301764;0,002591932;2,591932394;1142650036012812386;2,591932394
1663442661;195854;51,636062;-0,1770135;51,6357453;-0,1767753;0,038863489;38,8634894;1663442661195854;38,8634894
2907092986;26706586;51,4597325;-0,1263931;51,4596737;-0,1257575;0,044518166;44,5181663;290709298626706586;44,5181663
21511949;261698814;51,4764613;-0,1180757;51,4765613;-0,1179558;0,01387791;13,87791031;21511949261698814;13,87791031
30427398;3736247465;51,464871;-0,2650638;51,4647965;-0,2661972;0,078950811;78,95081052;304273983736247465;78,95081052
1663475470;1131002278;51,6378264;-0,1789134;51,637889;-0,1789629;0,007753844;7,753843711;16634754701131002278;7,753843711
480041;1663432888;51,6369187;-0,1779302;51,6368022;-0,1777847;0,016390221;16,39022073;4800411663432888;16,39022073
6012812395;873733765;51,4535898;-0,1297496;51,453209;-0,1298915;0,043469629;43,4696285;6012812395873733765;43,4696285
299324;299326;51,4634994;-0,2437992;51,4652563;-0,2438268;0,195367723;195,3677227;299324299326;195,3677227
1237101992;997589796;51,4567221;-0,1437872;51,4566855;-0,1438253;0,004850908;4,850907697;1237101992997589796;4,850907697
1314925464;997589776;51,4589729;-0,141882;51,4587353;-0,1420571;0,029072045;29,07204517;1314925464997589776;29,07204517
111950921;227729;51,4701077;-0,1125006;51,4704235;-0,1125102;0,035121653;35,12165307;111950921227729;35,12165307
1701556071;579493389;51,6345097;-0,1761061;51,6341131;-0,1759885;0,044840567;44,84056698;1701556071579493389;44,84056698
299324;3461330307;51,4634994;-0,2437992;51,4633818;-0,2437912;0,013088262;13,08826229;2993243461330307;13,08826229
454089859;33776429;51,4517757;-0,1215717;51,451646;-0,1216526;0,01547318;15,47318046;45408985933776429;15,47318046
1482086782;1482086781;51,4494368;-0,1606877;51,4496864;-0,1600159;0,054199179;54,19917864;14820867821482086781;54,19917864
1425033960;43405071;51,4328298;-0,1636607;51,4331796;-0,1634138;0,042495211;42,49521135;142503396043405071;42,49521135
114269783;299791600;51,4491363;-0,1313609;51,4498972;-0,1310654;0,087050965;87,05096542;114269783299791600;87,05096542
26346793;298073;51,4661918;-0,1522969;51,4661122;-0,15297;0,047459556;47,45955573;26346793298073;47,45955573
33776429;290025580;51,451646;-0,1216526;51,4514469;-0,121771;0,023610247;23,6102465;33776429290025580;23,6102465
6012812394;6012810682;51,4521092;-0,1302731;51,4520463;-0,1302951;0,007158368;7,158368359;60128123946012810682;7,158368359
5861520677;245009257;51,6336654;-0,1758871;51,6329129;-0,1757096;0,084566232;84,56623212;5861520677245009257;84,56623212
4723152996;227757;51,4595707;-0,1241664;51,4595641;-0,123961;0,014249406;14,24940567;4723152996227757;14,24940567
30427379;32044888;51,4649701;-0,2635883;51,4649393;-0,2640323;0,030947602;30,9476017;3042737932044888;30,9476017
32045397;30427377;51,4651364;-0,2607917;51,4651351;-0,2605674;0,015538698;15,53869805;3204539730427377;15,53869805
3625100901;3625100902;51,4650808;-0,258773;51,465095;-0,2583519;0,029213765;29,21376501;36251009013625100902;29,21376501
290025580;33776429;51,4514469;-0,121771;51,451646;-0,1216526;0,023610247;23,6102465;29002558033776429;23,6102465
4551336405;227730;51,4711945;-0,1125848;51,4707607;-0,1125345;0,048362017;48,36201658;4551336405227730;48,36201658
33228925;57308381;51,4787909;-0,1156586;51,478205;-0,1162554;0,077153074;77,15307434;3322892557308381;77,15307434
299317;6124197522;51,4580332;-0,2428814;51,4570903;-0,2427689;0,105135033;105,1350326;2993176124197522;105,1350326
5220874281;620872401;51,5850008;-0,1998871;51,5853976;-0,1998938;0,044124575;44,12457514;5220874281620872401;44,12457514
1314925428;997589796;51,4565068;-0,1439753;51,4566855;-0,1438253;0,022424353;22,42435346;1314925428997589796;22,42435346
4769703;298060;51,4646202;-0,1609722;51,4647339;-0,1603294;0,046289405;46,28940491;4769703298060;46,28940491
30427377;3625100900;51,4651351;-0,2605674;51,4651273;-0,2601218;0,030880417;30,88041654;304273773625100900;30,88041654
1663475339;1663426986;51,6376675;-0,1787785;51,6372246;-0,1783163;0,058675505;58,67550463;16634753391663426986;58,67550463
2177848413;2146646433;51,5318011;-0,1453287;51,5324937;-0,1456359;0,079891413;79,891413;21778484132146646433;79,891413
227729;279391480;51,4704235;-0,1125102;51,4707448;-0,1125328;0,035761208;35,76120768;227729279391480;35,76120768
2146646433;2177848413;51,5324937;-0,1456359;51,5318011;-0,1453287;0,079891413;79,891413;21466464332177848413;79,891413
357270616;905115460;51,534771;-0,1466463;51,5350795;-0,1467901;0,035716491;35,71649096;357270616905115460;35,71649096
1207440498;1207440535;51,4551278;-0,2432761;51,4550637;-0,2432975;0,007280195;7,280194746;12074404981207440535;7,280194746
773538559;330081122;51,5324329;-0,2358785;51,5326452;-0,2342423;0,115613391;115,613391;773538559330081122;115,613391
32045097;30427371;51,4651263;-0,2615642;51,4651035;-0,2618891;0,022649279;22,6492793;3204509730427371;22,6492793
111928139;33213092;51,4723383;-0,1127404;51,472193;-0,1127294;0,016174577;16,17457683;11192813933213092;16,17457683
873734072;119606068;51,4471019;-0,1130089;51,4469627;-0,1129495;0,016016372;16,01637178;873734072119606068;16,01637178
1578999260;130234354;51,5460958;0,0222754;51,5463174;0,0237324;0,103721368;103,7213677;1578999260130234354;103,7213677
20961236;33202557;51,4863088;-0,2029424;51,486365;-0,2029638;0,006422426;6,422425988;2096123633202557;6,422425988
1030634588;1701556095;51,63515;-0,1763894;51,6345474;-0,1761378;0,069219441;69,2194414;10306345881701556095;69,2194414
6012812394;6012812386;51,4521092;-0,1302731;51,45238;-0,1301764;0,030848113;30,84811297;60128123946012812386;30,84811297
6396470241;18292997;51,4636825;-0,2319307;51,4636857;-0,2319549;0,001713815;1,713814938;639647024118292997;1,713814938
873733545;1692210206;51,4506067;-0,1564968;51,450464;-0,1570149;0,039252188;39,25218753;8737335451692210206;39,25218753
33139292;1587291223;51,4546554;-0,1457946;51,4541239;-0,1463352;0,069970892;69,97089217;331392921587291223;69,97089217
2907092986;4718334240;51,4597325;-0,1263931;51,4597557;-0,1268199;0,029681702;29,68170229;29070929864718334240;29,68170229
357270616;292940476;51,534771;-0,1466463;51,5345701;-0,1465626;0,023077048;23,07704808;357270616292940476;23,07704808
196019;245009257;51,6326856;-0,1756549;51,6329129;-0,1757096;0,025555014;25,55501449;196019245009257;25,55501449
873734649;119611725;51,452896;-0,1133697;51,4526051;-0,1134697;0,033080461;33,08046105;873734649119611725;33,08046105
33776689;290017334;51,4526202;-0,1210144;51,4521902;-0,1212863;0,051391955;51,39195457;33776689290017334;51,39195457
26480957;1482086781;51,4497249;-0,1599119;51,4496864;-0,1600159;0,008382481;8,382480663;264809571482086781;8,382480663
301766;301765;51,4646516;-0,2375393;51,464749;-0,2385063;0,067857887;67,85788726;301766301765;67,85788726
300501947;2177848411;51,5339091;-0,1462629;51,5335113;-0,146088;0,045857856;45,85785593;3005019472177848411;45,85785593
2006920212;273461183;51,4494305;-0,112955;51,4490173;-0,1130248;0,04619965;46,19964979;2006920212273461183;46,19964979
625802561;26706362;51,4597269;-0,1221807;51,4596356;-0,123153;0,068123293;68,12329349;62580256126706362;68,12329349
227787;6012810682;51,4518799;-0,1303505;51,4520463;-0,1302951;0,018896871;18,89687109;2277876012810682;18,89687109
3942057971;11079518;51,4511245;-0,1543333;51,4511099;-0,1543914;0,004341017;4,341016582;394205797111079518;4,341016582
199878;582492979;51,6383767;-0,1793228;51,6383459;-0,1793035;0,003674674;3,674673575;199878582492979;3,674673575
27242603;43405913;51,4325;-0,1638009;51,4322668;-0,1638849;0,026576455;26,57645479;2724260343405913;26,57645479
21315191;43399892;51,4300366;-0,1659033;51,4297104;-0,1662332;0,042880332;42,88033226;2131519143399892;42,88033226
27275957;4731051219;51,5312277;-0,2310272;51,5315138;-0,2317442;0,05892293;58,92293049;272759574731051219;58,92293049
110270812;26706586;51,4596141;-0,1248767;51,4596737;-0,1257575;0,061382169;61,3821692;11027081226706586;61,3821692
997589816;114247299;51,4580586;-0,1426131;51,4578439;-0,1427765;0,026421824;26,42182355;997589816114247299;26,42182355
5224440154;5224440155;51,5790295;-0,1978902;51,5786614;-0,1977443;0,042154206;42,15420592;52244401545224440155;42,15420592
57308381;33228925;51,478205;-0,1162554;51,4787909;-0,1156586;0,077153074;77,15307434;5730838133228925;77,15307434
2538572712;32048018;51,4652257;-0,2512982;51,4652131;-0,2542675;0,205697928;205,6979281;253857271232048018;205,6979281
301772;18292998;51,4636109;-0,2314735;51,4636618;-0,23181;0,023988514;23,98851398;30177218292998;23,98851398
873733720;299791600;51,450684;-0,1307765;51,4498972;-0,1310654;0,089749451;89,74945064;873733720299791600;89,74945064
5125389336;196035;51,6258258;-0,1759132;51,6258079;-0,1759228;0,002097807;2,097807055;5125389336196035;2,097807055
33139383;33139292;51,4551451;-0,145316;51,4546554;-0,1457946;0,063755274;63,75527361;3313938333139292;63,75527361
227710;33776308;51,4552079;-0,1137042;51,4544344;-0,1132969;0,090520964;90,52096447;22771033776308;90,52096447
33228800;33213216;51,478016;-0,1164506;51,4773979;-0,1170672;0,080914986;80,91498605;3322880033213216;80,91498605
489665;196055;51,6182002;-0,1767506;51,6173225;-0,1767883;0,09763049;97,63048991;489665196055;97,63048991
2150883852;111951162;51,4688316;-0,1124694;51,4691853;-0,1124745;0,039331232;39,33123206;2150883852111951162;39,33123206
6012812402;6012812395;51,4537742;-0,1296794;51,4535898;-0,1297496;0,021073413;21,0734126;60128124026012812395;21,0734126
4222655651;10865104;51,4801884;-0,1141367;51,4797325;-0,1146467;0,061783625;61,78362489;422265565110865104;61,78362489
294160224;106203;51,5260385;-0,1442631;51,5256574;-0,1442502;0,042385783;42,38578277;294160224106203;42,38578277
292940769;300501947;51,5340833;-0,1463444;51,5339091;-0,1462629;0,020173786;20,17378601;292940769300501947;20,17378601
110271817;4723152996;51,4596131;-0,1248401;51,4595707;-0,1241664;0,046912676;46,91267556;1102718174723152996;46,91267556
620872406;196693;51,5819126;-0,1990538;51,5822067;-0,1991985;0,034196666;34,1966656;620872406196693;34,1966656
2766676657;301780;51,4623629;-0,2248083;51,4626854;-0,2239621;0,06872092;68,72091963;2766676657301780;68,72091963
873735102;6012810684;51,4526169;-0,1300871;51,4524253;-0,1301601;0,021897209;21,8972094;8737351026012810684;21,8972094
1254719345;18292975;51,4645483;-0,2367295;51,4645564;-0,2367891;0,004225847;4,225846929;125471934518292975;4,225846929
3942057971;26480628;51,4511245;-0,1543333;51,4516397;-0,1535973;0,076700279;76,70027888;394205797126480628;76,70027888
130193859;268509421;51,5446623;0,0163836;51,5449128;0,0173393;0,071719006;71,71900592;130193859268509421;71,71900592
1677092762;1677092934;51,62399;-0,1763979;51,6241165;-0,1763762;0,014145699;14,14569854;16770927621677092934;14,14569854
26546583;110291494;51,4767834;-0,1123879;51,4761739;-0,1124662;0,067989908;67,98990785;26546583110291494;67,98990785
18239812;299300;51,4504098;-0,2418474;51,4508946;-0,2426253;0,076234729;76,23472894;18239812299300;76,23472894
199878;451638;51,6383767;-0,1793228;51,6385695;-0,1794605;0,023450052;23,45005245;199878451638;23,45005245
18126978;33203760;51,4892522;-0,2059079;51,489578;-0,2061546;0,040052048;40,05204833;1812697833203760;40,05204833
5827239128;130193170;51,5436981;0,0125925;51,5437837;0,0129164;0,024337467;24,33746713;5827239128130193170;24,33746713
1697599391;773538559;51,5323341;-0,2363427;51,5324329;-0,2358785;0,03393672;33,93672003;1697599391773538559;33,93672003
5224440151;620872407;51,5797012;-0,1981662;51,5802516;-0,1983848;0,06303815;63,03815032;5224440151620872407;63,03815032
873733545;26480631;51,4506067;-0,1564968;51,4507723;-0,1559156;0,044284335;44,2843348;87373354526480631;44,2843348
20961349;33203791;51,4896562;-0,2062097;51,4902049;-0,2065481;0,065356562;65,3565617;2096134933203791;65,3565617
1697599391;2375153;51,5323341;-0,2363427;51,5322464;-0,2374632;0,078117642;78,11764219;16975993912375153;78,11764219
902515750;1677092934;51,6241706;-0,1763735;51,6241165;-0,1763762;0,006018532;6,01853228;9025157501677092934;6,01853228
301780;2766676657;51,4626854;-0,2239621;51,4623629;-0,2248083;0,06872092;68,72091963;3017802766676657;68,72091963
290017334;33776689;51,4521902;-0,1212863;51,4526202;-0,1210144;0,051391955;51,39195457;29001733433776689;51,39195457
6012812410;6012812406;51,4541222;-0,1295628;51,4546357;-0,1294116;0,058051777;58,05177735;60128124106012812406;58,05177735
290017334;290017342;51,4521902;-0,1212863;51,4519939;-0,1214117;0,023493567;23,49356672;290017334290017342;23,49356672
997589776;997589778;51,4587353;-0,1420571;51,4583701;-0,1423611;0,045745551;45,74555121;997589776997589778;45,74555121
5224440155;5224440156;51,5786614;-0,1977443;51,578149;-0,1975245;0,058965975;58,96597461;52244401555224440156;58,96597461
33213272;33228960;51,4810259;-0,1131777;51,480395;-0,1139091;0,086526156;86,52615602;3321327233228960;86,52615602
290017288;31922294;51,4494353;-0,1232714;51,4498558;-0,1228401;0,055493595;55,49359453;29001728831922294;55,49359453
43405071;1425033960;51,4331796;-0,1634138;51,4328298;-0,1636607;0,042495211;42,49521135;434050711425033960;42,49521135
5669475347;5220874284;51,5884378;-0,1998225;51,5876391;-0,1998695;0,088870727;88,87072696;56694753475220874284;88,87072696
620872460;529451966;51,5863784;-0,1998792;51,585898;-0,1998849;0,053419494;53,41949437;620872460529451966;53,41949437
119611482;33776298;51,4541437;-0,1131727;51,4538111;-0,1130841;0,037489507;37,48950706;11961148233776298;37,48950706
620849633;5224440158;51,576043;-0,1966799;51,5770654;-0,1971021;0,117369767;117,3697666;6208496335224440158;117,3697666
2177848411;300501567;51,5335113;-0,146088;51,5326905;-0,1457288;0,094590239;94,59023902;2177848411300501567;94,59023902
26399229;21390008;51,434603;-0,1617326;51,434928;-0,1611764;0,052844183;52,84418258;2639922921390008;52,84418258
1314925496;1956811087;51,4592538;-0,1416463;51,4594954;-0,1414202;0,031098143;31,0981426;13149254961956811087;31,0981426
26480630;26480631;51,4509933;-0,1550055;51,4507723;-0,1559156;0,067684064;67,68406393;2648063026480631;67,68406393
196034;196033;51,6265402;-0,1755367;51,6265808;-0,1755074;0,004946861;4,94686111;196034196033;4,94686111
196051;5425603383;51,6209294;-0,1766224;51,6207892;-0,1766292;0,015596595;15,59659542;1960515425603383;15,59659542
33228800;57308381;51,478016;-0,1164506;51,478205;-0,1162554;0,024988211;24,98821063;3322880057308381;24,98821063
26346744;26346748;51,4648296;-0,1596943;51,464933;-0,1591488;0,039499258;39,49925786;2634674426346748;39,49925786
1482090321;26480955;51,4499827;-0,15887;51,4502212;-0,1578716;0,074094016;74,09401639;148209032126480955;74,09401639
10865104;4222655651;51,4797325;-0,1146467;51,4801884;-0,1141367;0,061783625;61,78362489;108651044222655651;61,78362489
1623681983;2378877;51,5286807;-0,2181981;51,5284422;-0,2172808;0,068774931;68,77493089;16236819832378877;68,77493089
1030634582;5425603383;51,6201525;-0,1766619;51,6207892;-0,1766292;0,070833793;70,8337933;10306345825425603383;70,8337933
196026;2643036;51,6276102;-0,1748049;51,6268877;-0,1752834;0,086863062;86,86306179;1960262643036;86,86306179
5220874284;20992707;51,5876391;-0,1998695;51,5872079;-0,1998765;0,047949691;47,94969126;522087428420992707;47,94969126
196693;5220874267;51,5822067;-0,1991985;51,5825445;-0,199352;0,039030337;39,03033663;1966935220874267;39,03033663
620872375;5220874281;51,5845102;-0,1998745;51,5850008;-0,1998871;0,054559177;54,55917681;6208723755220874281;54,55917681
3796962982;33203777;51,4888703;-0,205461;51,4887025;-0,2049761;0,038409686;38,40968587;379696298233203777;38,40968587
301740;3625100902;51,4651151;-0,2577698;51,465095;-0,2583519;0,040385971;40,38597056;3017403625100902;40,38597056
268509421;775954031;51,5449128;0,0173393;51,5452149;0,0184191;0,081878449;81,87844883;268509421775954031;81,87844883
1663386752;195849;51,6394138;-0,1800275;51,6398113;-0,1802294;0,046343935;46,34393492;1663386752195849;46,34393492
196697;5220874274;51,5803873;-0,1984375;51,5813547;-0,1988131;0,110656494;110,6564936;1966975220874274;110,6564936
267337489;3892883;51,4574659;-0,1431098;51,4573248;-0,1432275;0,017682349;17,68234918;2673374893892883;17,68234918
1591428980;130233337;51,5431479;0,0105698;51,5432589;0,0109527;0,029214697;29,21469685;1591428980130233337;29,21469685
1643665746;33203777;51,488661;-0,2048316;51,4887025;-0,2049761;0,011017772;11,01777165;164366574633203777;11,01777165
26346790;298073;51,4659937;-0,1535262;51,4661122;-0,15297;0,040719946;40,71994562;26346790298073;40,71994562
1930267566;26480596;51,4527491;-0,151896;51,4528076;-0,1515942;0,021900713;21,90071316;193026756626480596;21,90071316
130233667;130193859;51,5445278;0,0158422;51,5446623;0,0163836;0,040315918;40,31591782;130233667130193859;40,31591782
300501141;293802531;51,5293961;-0,1443851;51,5299919;-0,1445366;0,067073736;67,07373553;300501141293802531;67,07373553
1579000949;5827426458;51,5443211;0,0150011;51,5443447;0,0150933;0,006894835;6,894834813;15790009495827426458;6,894834813
997589768;997589778;51,4581845;-0,1425033;51,4583701;-0,1423611;0,02286882;22,86882023;997589768997589778;22,86882023
3892883;267337486;51,4573248;-0,1432275;51,4569904;-0,1435381;0,042961993;42,96199286;3892883267337486;42,96199286
631433362;2378877;51,5283531;-0,2170538;51,5284422;-0,2172808;0,018567447;18,56744743;6314333622378877;18,56744743
873735102;873733777;51,4526169;-0,1300871;51,4528277;-0,1300199;0,023897927;23,8979266;873735102873733777;23,8979266
30427351;3625100899;51,465099;-0,2596202;51,46509;-0,2592914;0,022799092;22,79909189;304273513625100899;22,79909189
21539418;227728;51,4604445;-0,1186221;51,4605614;-0,1181764;0,033502759;33,50275864;21539418227728;33,50275864
5125389343;196035;51,6255371;-0,1760284;51,6258079;-0,1759228;0,030981358;30,98135797;5125389343196035;30,98135797
5940503394;2375206;51,5301973;-0,2279489;51,530152;-0,2254906;0,170126579;170,1265789;59405033942375206;170,1265789
5220874284;5669475347;51,5876391;-0,1998695;51,5884378;-0,1998225;0,088870727;88,87072696;52208742845669475347;88,87072696
4222655651;33228960;51,4801884;-0,1141367;51,480395;-0,1139091;0,027859904;27,8599045;422265565133228960;27,8599045
25631786;299322;51,4616624;-0,2436482;51,4622792;-0,2436746;0,068609412;68,60941249;25631786299322;68,60941249
