id;rerata_kecepatan
537;44.98612207
538;44.7611139
539;43.90364555
540;42.5327283
541;41.30259118
542;40.99134116
543;41.92102478
544;43.70305641
545;45.54167567
546;46.83986202
547;47.58802179
548;48.22231079
549;49.12121704
550;50.21628242
551;51.05162097
552;51.19308825
553;50.58312498
554;49.53514996
555;48.433517
556;47.46851456
557;46.64339688
558;45.96860054
559;45.56077734
560;45.49865852
561;45.60092722
562;45.43228391
563;44.63616207
564;43.33091888
565;42.17002461
566;41.93073119
567;42.93414384
568;44.79066054
569;46.703442
570;48.07433979
571;48.89259783
572;49.59319012
573;50.55341918
574;51.70365369
575;52.58686284
576;52.76780179
577;52.18787088
578;51.15952383
579;50.06623907
580;49.09753298
581;48.25600348
582;47.55155773
583;47.10045488
584;46.98117845
585;47.01231537
586;46.75862615
587;45.8637635
588;44.44646401
589;43.16073654
590;42.784528
591;43.63979002
592;45.33791179
593;47.08318139
594;48.27870367
595;48.91508974
596;49.42878128
597;50.1986342
598;51.15664021
599;51.84744425
600;51.83751208
601;45.32620858
602;44.30633208
603;43.28663838
604;42.65068017
605;42.6880506
606;43.50034818
607;44.89342449
608;46.39324404
609;47.47804044
610;47.91301684
611;47.91346166
612;47.94914659
613;48.30482345
614;48.76145745
615;48.70495562
616;47.61899625
617;45.57343519
618;43.29443255
619;41.73410332
620;41.46303406
621;42.34020213
622;43.67249373
623;44.68903233
624;44.95794793
625;44.49929998
626;43.63351206
627;42.77328133
628;42.30118799
629;42.50577926
630;43.48754477
631;45.05117546
632;46.72143565
633;47.975332
634;48.57682734
635;48.73997006
636;48.93330603
637;49.44038944
638;50.04102987
639;50.12003413
640;49.1600488
641;47.22997889
642;45.05512603
643;43.5868498
644;43.39509391
645;44.33831377
646;45.72300156
647;46.77802018
648;47.0713767
649;46.62314776
650;45.75391521
651;44.87667496
652;44.37444405
653;44.53634083
654;45.4635548
655;46.96159864
656;48.55617179
657;49.72531967
658;50.23413651
659;50.29788263
660;50.38638325
661;50.78452542
662;51.27349044
663;51.23948066
664;50.16654656
665;48.12498981
666;45.84148598
667;44.26873046
668;43.97794978
669;44.82881473
670;46.1289519
671;47.1082648
672;47.33569571
673;46.83214054
674;45.91887527
675;45.00945705
676;44.487325
677;44.64187569
678;45.57442994
679;47.09048347
680;48.71557075
681;49.92742626
682;50.4906909
683;50.62003456
684;50.78456172
685;51.26831661
686;51.85152531
687;51.91933339
688;50.95464501
689;49.02653896
690;46.86040516
691;45.40760507
692;45.23799794
693;46.20986922
694;47.62945746
695;48.72529087
696;49.06496419
697;48.66806835
698;47.85463104
699;47.03703121
700;46.59761241
701;41.84196681
702;41.64834134
703;40.95687926
704;40.10089819
705;39.77687957
706;40.5024679
707;42.16032844
708;44.05428191
709;45.4517636
710;46.13966951
711;46.50586792
712;47.09492437
713;48.06274395
714;49.02542392
715;49.40991481
716;48.95033644
717;47.87251
718;46.64222346
719;45.57131942
720;44.66942459
721;43.83192819
722;43.09492745
723;42.64114326
724;42.54486318
725;42.56508986
726;42.2796202
727;41.49699594
728;40.55163724
729;40.14106099
730;40.78386846
731;42.36359268
732;44.18482407
733;45.51566206
734;46.1435552
735;46.45680831
736;47.00030464
737;47.93014705
738;48.86251112
739;49.22430846
740;48.74950631
741;47.66366497
742;46.43220984
743;45.3665272
744;44.47570294
745;43.65451119
746;42.93837097
747;42.50927382
748;42.44073926
749;42.49097618
750;42.23697517
751;41.48647227
752;40.57309562
753;40.19359654
754;40.86584936
755;42.47271042
756;44.31815445
757;45.66973594
758;46.31443791
759;46.64018648
760;47.19157917
761;48.12453074
762;49.05512946
763;49.41030213
764;48.92413379
765;47.82240371
766;46.57085441
767;45.48128304
768;44.5632741
769;43.71218085
770;42.96407337
771;42.50165651
772;42.39921461
773;42.41576131
774;42.12911955
775;41.34787243
776;40.40649665
777;40.00258013
778;40.65480837
779;42.24681021
780;44.08328126
781;45.43243292
782;46.08182946
783;46.41989184
784;46.99161624
785;47.95321136
786;48.92094744
787;49.32181542
788;48.88984235
789;47.85062464
790;46.669596
791;45.6581194
792;44.82522205
793;44.06558081
794;43.41447579
795;43.05371555
796;43.05659051
797;43.18103289
798;43.00370819
799;42.33197864
800;41.49905037
801;41.20120548
802;41.95580374
803;43.64514403
804;45.57260387
805;47.00510464
806;47.72896482
807;48.13141962
808;48.75635492
809;49.75895926
810;50.75458675
811;51.16942898
812;50.73684215
813;49.68189047
814;48.46962294
815;47.41117241
816;46.51549605
817;45.67736436
818;44.93231654
819;44.46258562
820;44.34204979
821;44.32938846
822;44.0021679
823;43.16879714
824;42.16366571
825;41.68436479
826;42.24967633
827;43.7434206
828;45.47058062
829;46.69975111
830;47.21897466
831;47.4172436
832;37.99919077
833;37.67640568
834;37.57269126
835;37.66925984
836;38.09491411
837;39.13907898
838;40.9157142
839;43.04798563
840;44.79552451
841;45.60894053
842;45.60991789
843;45.48688106
844;45.8274843
845;46.48195135
846;46.58578861
847;45.28929842
848;42.57325945
849;39.41342727
850;37.11999846
851;36.40672114
852;36.9662995
853;37.85413508
854;38.27315512
855;38.06625201
856;37.5840478
857;37.20576169
858;37.04818335
859;37.09425402
860;37.47444413
861;38.47976151
862;40.22564165
863;42.3365982
864;44.07346325
865;44.88788342
866;44.90240131
867;44.80610909
868;45.18712839
869;45.89594325
870;46.06810921
871;44.85376559
872;42.23331759
873;39.18194152
874;37.00905636
875;36.42744445
876;37.12866875
877;38.16682917
878;38.74340832
879;38.69973021
880;38.38474577
881;38.17592277
882;38.18824277
883;38.40280663
884;38.94823706
885;40.11371199
886;42.01287979
887;44.26853429
888;46.13987875
889;47.07704457
890;47.2011939
891;47.2001927
892;47.66110819
893;48.4335571
894;48.6524277
895;47.46740241
896;44.85864753
897;41.80132328
898;39.60505716
899;38.98306366
900;39.62755745
901;40.5935028
902;41.08344961
903;40.93997964
904;40.51347696
905;40.18300055
906;40.06526158
907;40.14320751
908;40.54740137
909;41.56903069
910;43.32379705
911;45.43656478
912;47.16859818
913;47.97205343
914;47.9700546
915;47.85234081
916;48.20773869
917;48.88748688
918;49.02793595
919;47.78005066
920;45.1250816
921;42.03905938
922;39.83225483
923;39.21828819
924;39.88953484
925;40.90087014
926;41.454504
927;41.39242882
928;41.06419477
929;40.84779018
930;40.85862977
931;41.07815237
932;41.63521679
933;45.28383488
934;44.69272937
935;43.39372549
936;41.95735112
937;41.22597822
938;41.671807
939;43.02711915
940;44.52575456
941;45.54136877
942;46.04781681
943;46.5039337
944;47.3081314
945;48.35780914
946;49.12088668
947;49.12220992
948;48.36296253
949;47.2883675
950;46.37753876
951;45.78218722
952;45.34734597
953;44.9272983
954;44.60844852
955;44.57754648
956;44.78702658
957;44.82551375
958;44.21517698
959;42.90333547
960;41.46088409
961;40.73046426
962;41.18444469
963;42.55517261
964;44.07644971
965;45.12179039
966;45.66480762
967;46.1639969
968;47.01733795
969;48.12171092
970;48.94443694
971;49.00969176
972;48.31792657
973;47.31357957
974;46.47493823
975;45.95285657
976;45.591492
977;45.2442453
978;44.99664342
979;45.034576
980;45.30964608
981;45.40968754
982;44.85612948
983;43.59561255
984;42.19842391
985;41.50667651
986;41.99229743
987;43.38728532
988;44.92519157
989;45.97938234
990;46.5234269
991;47.01588274
992;47.85489697
993;48.93762087
994;49.73174731
995;49.76192007
996;49.02914899
997;47.97851451
998;47.08902198
999;46.51230983
1000;46.09337639
1001;45.68650906
1002;45.37815566
1003;45.35514897
1004;45.57004507
1005;45.61162822
1006;45.0022627
1007;43.6894966
1008;42.24448458
1009;41.51015541
1010;41.95918905
1011;43.32426375
1012;44.83952752
1013;45.8788516
1014;46.41621134
1015;46.91046504
1016;47.7599503
1017;48.861895
1018;49.68395253
1019;49.75061033
1020;49.06260573
1021;48.06463271
1022;47.23519986
1023;46.72534348
1024;46.37936088
1025;46.05074718
1026;45.82507549
1027;45.88823138
1028;46.19176217
1029;46.32339349
1030;45.80439355
1031;44.58118994
1032;43.22380569
1033;42.57404044
1034;43.10346113
1035;44.54366258
1036;46.12775231
1037;47.22861671
1038;47.81931419
1039;48.35786542
1040;49.2418603
1041;50.36787846
1042;51.20303285
1043;51.27138548
1044;50.57336901
1045;49.55349796
1046;48.6902295
1047;48.13467808
1048;47.73134851
1049;47.33407114
1050;47.0288789
1051;47.00223708
1052;47.20638656
1053;47.22985296
1054;46.59480219
1055;45.2486474
1056;43.76247414
1057;42.97920972
1058;43.37160125
1059;44.67246309
1060;46.11614788
1061;47.07679885
1062;47.52872874
1063;47.93119606
1064;48.68299812
1065;49.68187809
1066;41.34593655
1067;40.2580137
1068;39.2295129
1069;38.6338582
1070;38.61912337
1071;39.20288886
1072;40.32010825
1073;41.76253312
1074;43.15421066
1075;44.11239704
1076;44.52326967
1077;44.66339719
1078;44.97395318
1079;45.61833056
1080;46.2156299
1081;46.05131503
1082;44.6583705
1083;42.29845566
1084;39.90672287
1085;38.49648801
1086;38.47802609
1087;39.42149933
1088;40.42225635
1089;40.74273997
1090;40.2292069
1091;39.25422032
1092;38.34942701
1093;37.88739271
1094;38.01518531
1095;38.74924308
1096;40.02325434
1097;41.62759732
1098;43.18485422
1099;44.31074239
1100;44.88984558
1101;45.1971036
1102;45.67204657
1103;46.47642999
1104;47.22774392
1105;47.20988933
1106;45.9543557
1107;43.72139471
1108;41.44485701
1109;40.13688007
1110;40.20669975
1111;41.22359273
1112;42.28218815
1113;42.64438587
1114;42.15608457
1115;41.18968036
1116;40.27684766
1117;39.79037595
1118;39.87775176
1119;40.55602348
1120;41.759675
1121;43.28005735
1122;44.74089219
1123;45.75919041
1124;46.22096858
1125;46.40272237
1126;46.74564253
1127;47.41323062
1128;48.02478753
1129;47.86606821
1130;46.47043719
1131;44.10001956
1132;41.69051513
1133;40.2558637
1134;40.20703462
1135;41.11494778
1136;42.07576495
1137;42.35278891
1138;41.79317382
1139;40.77040798
1140;39.81708057
1141;39.30670645
1142;39.38729841
1143;40.07622451
1144;41.30807686
1145;42.87410076
1146;44.39769833
1147;45.49534973
1148;46.05233496
1149;46.34421478
1150;46.8110569
1151;47.61506397
1152;48.37407659
1153;48.3722445
1154;47.14120017
1155;44.94122963
1156;42.70610757
1157;41.44778474
1158;41.57520036
1159;42.65722653
1160;43.78798321
1161;44.22876086
1162;43.82475417
1163;42.94756738
1164;42.12800283
1165;44.7500077
1166;43.62842391
1167;42.54333254
1168;41.90677498
1169;41.99502835
1170;42.85982403
1171;44.259448
1172;45.71462709
1173;46.74540555
1174;47.16934978
1175;47.21856867
1176;47.32918984
1177;47.73071424
1178;48.17326977
1179;48.05900302
1180;46.91693318
1181;44.85255279
1182;42.59402323
1183;41.07022224
1184;40.82940123
1185;41.72461283
1186;43.06581686
1187;44.07837251
1188;44.31849333
1189;43.80389884
1190;42.87880598
1191;41.9978498
1192;41.57173102
1193;41.87528508
1194;42.95871506
1195;44.57870777
1196;46.25433673
1197;47.50395649
1198;48.14342562
1199;48.40314596
1200;48.71755791
1201;49.31451402
1202;49.94255151
1203;50.00230242
1204;49.02136511
1205;47.10392192
1206;44.97695026
1207;43.56828454
1208;43.42528633
1209;44.40028316
1210;45.8026839
1211;46.8574784
1212;47.12069797
1213;46.61007034
1214;45.67001231
1215;44.75554941
1216;44.27796031
1217;44.51284057
1218;45.51132805
1219;47.03120956
1220;48.59281246
1221;49.71588572
1222;50.21780814
1223;50.3306112
1224;50.49045673
1225;50.92699181
1226;51.39060163
1227;51.2837994
1228;50.1360772
1229;48.05350277
1230;45.76490979
1231;44.19993938
1232;43.90769032
1233;44.74213868
1234;46.01423511
1235;46.95038749
1236;47.10790599
1237;46.50564406
1238;45.4889789
1239;44.51372095
1240;43.99174997
1241;44.19907269
1242;45.18704428
1243;46.71347319
1244;48.29851334
1245;49.46154782
1246;50.01940206
1247;50.20337371
1248;50.44871933
1249;50.98402033
1250;51.55844862
1251;51.57317085
1252;50.55621521
1253;48.61208526
1254;46.46796849
1255;45.05179674
1256;44.91091615
1257;45.8975267
1258;47.3207997
1259;48.40538046
1260;48.70685305
1261;48.24240041
1262;47.35580317
1263;46.50136645
1264;46.08957207
1265;43.27813831
1266;42.06237047
1267;40.99617113
1268;40.80165817
1269;41.78249239
1270;43.58509211
1271;45.46768581
1272;46.85493337
1273;47.70784886
1274;48.41296639
1275;49.32781317
1276;50.41012842
1277;51.24817159
1278;51.42333587
1279;50.84814267
1280;49.79005226
1281;48.61701142
1282;47.54819397
1283;46.63142605
1284;45.89290442
1285;45.42223805
1286;45.2590727
1287;45.21492893
1288;44.89085288
1289;43.97604722
1290;42.59750689
1291;41.36822517
1292;41.01215815
1293;41.83475295
1294;43.48414227
1295;45.22017802
1296;46.46903483
1297;47.1931167
1298;47.78020831
1299;48.58893551
1300;49.57797355
1301;50.33634678
1302;50.4460359
1303;49.81996836
1304;48.72582723
1305;47.5315994
1306;46.45631894
1307;45.54749733
1308;44.830849
1309;44.39534201
1310;44.27983372
1311;44.2949216
1312;44.04060831
1313;43.20494835
1314;41.91370069
1315;40.7785525
1316;40.5221021
1317;41.44840605
1318;43.20419271
1319;45.04791491
1320;46.40437206
1321;47.23463499
1322;47.92521457
1323;48.83353854
1324;49.91717484
1325;50.764145
1326;50.95554359
1327;50.4035389
1328;49.37519046
1329;48.23800376
1330;47.21067818
1331;46.34053966
1332;45.65326661
1333;45.23793883
1334;45.13366938
1335;45.15144954
1336;44.89180619
1337;44.04343891
1338;42.73286133
1339;41.57261223
1340;41.28622439
1341;42.17875645
1342;43.89799041
1343;45.70346741
1344;47.02109259
1345;47.81304236
1346;48.46691551
1347;49.3411927
1348;50.39444306
1349;51.21562151
1350;51.38667293
1351;50.82051902
1352;49.78486304
1353;48.64773342
1354;47.62822229
1355;46.77391045
1356;46.11058758
1357;45.72729749
1358;45.66296829
1359;45.72825791
1360;45.52321401
1361;44.73591578
1362;43.49212198
1363;42.40349076
1364;42.19255898
1365;43.1632864
1366;44.96226695
1367;46.84777982
1368;48.24441072
1369;49.11297662
1370;49.83969513
1371;50.78166274
1372;51.89608053
1373;52.77057059
1374;52.9857992
1375;52.45348214
1376;51.44020725
1377;50.31299495
1378;49.29005245
1379;48.41821316
1380;47.72266961
1381;47.29202983
1382;47.16495663
1383;47.15202026
1384;46.85336329
1385;45.95734514
1386;44.59019064
1387;43.36420793
1388;43.00276372
1389;43.81082099
1390;45.43614165
1391;47.13832681
1392;48.34342537
1393;49.013844
1394;49.53750017
1395;50.2732826
1396;51.18025765
1397;51.84796552
1398;51.8590223
1399;43.98554255
1400;42.88006343
1401;41.98070612
1402;41.88709263
1403;42.817624
1404;44.43539078
1405;46.09978536
1406;47.33622755
1407;48.12870312
1408;48.80567903
1409;49.65409203
1410;50.62203148
1411;51.36037764
1412;51.52885719
1413;51.06623468
1414;50.1966899
1415;49.21703469
1416;48.30139637
1417;47.49384053
1418;46.83032083
1419;46.39476076
1420;46.21409353
1421;46.11701579
1422;45.76906938
1423;44.93525353
1424;43.76242238
1425;42.79211626
1426;42.62474224
1427;43.47948259
1428;45.02019717
1429;46.60702796
1430;47.76611737
1431;48.48213986
1432;49.08421116
1433;49.85987111
1434;50.75776185
1435;51.4292619
1436;51.53453851
1437;51.01273655
1438;50.08835434
1439;49.05845961
1440;48.09737294
1441;47.24929141
1442;46.55023996
1443;46.08415549
1444;45.87792973
1445;45.76016665
1446;45.39626836
1447;44.55105202
1448;43.37115248
1449;42.39785896
1450;42.23130135
1451;43.0903645
1452;44.63859653
1453;46.23581933
1454;47.40785261
1455;48.13905128
1456;48.75821994
1457;49.55260082
1458;50.47055662
1459;51.16320868
1460;51.29049303
1461;50.79135232
1462;49.89011405
1463;48.88370836
1464;47.94635257
1465;47.12217529
1466;46.44716749
1467;46.00526578
1468;45.8233936
1469;45.73021656
1470;45.39122544
1471;44.57134992
1472;43.41735725
1473;42.47068488
1474;42.33162202
1475;43.21921912
1476;44.79719112
1477;46.42552269
1478;47.63018703
1479;48.3956781
1480;49.05091992
1481;49.88324974
1482;50.84109619
1483;51.57561328
1484;51.74673266
1485;51.29335224
1486;50.43971172
1487;49.48260829
1488;48.59607973
1489;47.82402776
1490;47.20216918
1491;46.81411975
1492;46.68643706
1493;46.64737789
1494;46.36198436
1495;45.59470122
1496;44.49177894
1497;43.59411125
1498;43.50142232
1499;44.43218229
1500;46.04951703
1501;47.71282026
1502;48.94747959
1503;49.737416
1504;50.41100075
1505;51.25504598
1506;52.21749026
1507;52.94903985
1508;53.1092279
1509;52.63660968
1510;51.75514419
1511;50.7614155
1512;49.82932075
1513;49.0026978
1514;48.31727981
1515;47.85678187
1516;47.64794555
1517;47.51929725
1518;47.13623421
1519;46.26364086
1520;45.04828988
1521;44.03167687
1522;43.81420362
1523;44.61508891
1524;46.0982726
1525;47.62402132
1526;48.7186473
1527;49.36703996
1528;49.89857429
1529;50.60109244
1530;51.42357989
1531;42.01239924
1532;41.6460161
1533;41.83311128
1534;42.35820294
1535;43.01283627
1536;43.85616094
1537;45.03589654
1538;46.42652883
1539;47.56728665
1540;48.04970834
1541;47.97013282
1542;47.91567702
1543;48.39227712
1544;49.20796202
1545;49.4612689
1546;48.25973462
1547;45.57948431
1548;42.47260206
1549;40.37044028
1550;40.03861946
1551;41.06182496
1552;42.26901879
1553;42.68800185
1554;42.20003953
1555;41.40856153
1556;40.97514709
1557;41.09976109
1558;41.56843844
1559;42.17415088
1560;42.97736537
1561;44.12699208
1562;45.49856488
1563;46.63220445
1564;47.12017294
1565;47.05935556
1566;47.03723097
1567;47.55990777
1568;48.4353959
1569;48.76202251
1570;47.64692626
1571;45.0656513
1572;42.06952572
1573;40.08898099
1574;39.88856387
1575;41.05174754
1576;42.40615936
1577;42.97816073
1578;42.64749176
1579;42.01599119
1580;41.74360261
1581;42.02863217
1582;42.65545485
1583;43.41540312
1584;44.36734702
1585;45.6586632
1586;47.16343572
1587;48.42043828
1588;49.02070673
1589;49.06003698
1590;49.12496978
1591;49.72083982
1592;50.65505741
1593;51.02553249
1594;49.93917463
1595;47.37149024
1596;44.37396177
1597;42.37736534
1598;42.1467784
1599;43.26638409
1600;44.5646899
1601;45.06909617
1602;44.66052725
1603;43.94213604
1604;43.57529303
1605;43.75982528
1606;44.28170271
1607;44.93390572
1608;45.7769835
1609;46.96000074
1610;48.35871591
1611;49.51354117
1612;50.01709273
1613;49.96666748
1614;49.95020725
1615;50.47432872
1616;51.34758727
1617;51.66888493
1618;50.54595615
1619;47.95495289
1620;44.94781398
1621;42.95557523
1622;42.74337217
1623;43.89524188
1624;45.23934194
1625;45.80252166
1626;45.46495863
1627;44.82887119
1628;44.55451783
1629;44.84044884
1630;45.47120749
1631;46.23821445
1632;47.2003448
1633;48.50489493
1634;39.28420954
1635;38.93838227
1636;38.6298393
1637;38.54760734
1638;39.00094091
1639;40.25775009
1640;42.21987067
1641;44.29425504
1642;45.70838376
1643;46.08516632
1644;45.76867203
1645;45.54403504
1646;45.93173825
1647;46.66347469
1648;46.83501332
1649;45.648088
1650;43.12133168
1651;40.16232078
1652;37.94298156
1653;37.10801892
1654;37.44739386
1655;38.21916824
1656;38.75645496
1657;38.832505
1658;38.58260676
1659;38.21998885
1660;37.89957411
1661;37.8114531
1662;38.26584822
1663;39.53152787
1664;41.51106453
1665;43.61201541
